"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Sample Characteristic[histology]"	"Sample Characteristic Ontology Term[histology]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[histology]"	"Factor Value Ontology Term[histology]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR5023551"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_49"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023552"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_57"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023553"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_58"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023554"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_60"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023555"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_61"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023556"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_62"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023557"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC06"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC06_74"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023558"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_07"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023559"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_55"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023560"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07_58"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023561"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07LN"		"lymph node"	"http://purl.obolibrary.org/obo/UBERON_0000029"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07LN_30"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"
"SRR5023562"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC07LN"		"lymph node"	"http://purl.obolibrary.org/obo/UBERON_0000029"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC07LN_90"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"metastasis to lymph node"	"http://www.ebi.ac.uk/efo/EFO_0004906"
"SRR5023563"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_01"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023564"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_04"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023565"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_06"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023566"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_08"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023567"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_10"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023568"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_12"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023569"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_22"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023570"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_24"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023571"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_27"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023572"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_31"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023573"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_33"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023574"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_36"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023575"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_48"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023576"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_51"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023577"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_54"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023578"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_56"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023579"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_59"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023580"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_70"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023581"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_73"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023582"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_83"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023583"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_88"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023584"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_94"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023585"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC08"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC08_95"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023586"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_02"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023587"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_05"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023588"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_13"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023589"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_19"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023590"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_21"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023591"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_25"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023592"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_27"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023593"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_29"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023594"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_31"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023595"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_33"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023596"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_34"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023597"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_37"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023598"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC09"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"BC09_42"		"triple-negative breast cancer"	"http://www.ebi.ac.uk/efo/EFO_0005537"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
